a0,b1,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b1,c0,d0,e0,f0
a1,b2,c1,d1,e2,f1
a0,b0,c0,d1,e1,f0
a0,b2,c0,d1,e1,f0
a0,b0,c0,d0,e1,f0
a0,b2,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b1,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b1,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a1,b2,c1,d0,e2,f1
a1,b0,c1,d1,e0,f1
a0,b2,c0,d1,e1,f0
a0,b2,c0,d1,e1,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b1,c0,d0,e0,f0
a1,b2,c1,d0,e2,f0
a0,b3,c0,d1,e1,f0
a0,b2,c0,d1,e1,f0
a0,b2,c0,d0,e1,f0
a0,b0,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a1,b1,c1,d0,e0,f0
a1,b2,c1,d1,e2,f1
a0,b2,c0,d1,e1,f0
a0,b2,c0,d1,e1,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b1,c0,d0,e0,f0
a0,b3,c1,d0,e0,f0
a1,b2,c1,d1,e2,f1
a0,b2,c0,d1,e1,f0
a0,b0,c0,d1,e1,f0
a0,b2,c0,d1,e1,f0
a0,b2,c0,d1,e1,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b3,c0,d0,e0,f0
a1,b2,c1,d0,e2,f1
a1,b0,c1,d1,e0,f0
a0,b2,c0,d1,e1,f0
a0,b0,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a1,b0,c1,d0,e0,f0
a1,b0,c1,d1,e0,f1
a0,b2,c0,d1,e1,f0
a0,b0,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a1,b2,c1,d0,e2,f1
a1,b0,c1,d1,e0,f1
a0,b2,c0,d1,e1,f0
a0,b2,c0,d1,e1,f0
a0,b2,c0,d1,e1,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b1,c0,d0,e0,f0
a1,b2,c1,d0,e2,f1
a0,b3,c0,d1,e1,f0
a0,b1,c0,d1,e1,f0
a0,b2,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b1,c1,d0,e0,f0
a1,b2,c1,d1,e0,f1
a0,b2,c0,d1,e1,f0
a0,b0,c0,d1,e1,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a1,b2,c1,d1,e2,f1
a0,b1,c0,d1,e1,f0
a0,b2,c0,d1,e1,f0
a0,b2,c0,d0,e0,f0
a0,b1,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a1,b2,c1,d0,e2,f1
a1,b0,c1,d1,e0,f1
a0,b2,c0,d1,e1,f0
a0,b2,c0,d1,e1,f0
a0,b2,c0,d1,e1,f0
a0,b0,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a1,b2,c1,d1,e2,f0
a0,b2,c0,d1,e1,f0
a0,b1,c0,d1,e1,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b3,c1,d0,e0,f0
a1,b2,c1,d1,e2,f1
a0,b2,c0,d1,e1,f0
a0,b2,c0,d1,e1,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b1,c1,d0,e0,f0
a1,b2,c1,d1,e0,f0
a0,b2,c0,d1,e1,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b1,c1,d0,e0,f0
a1,b2,c1,d1,e2,f1
a0,b2,c0,d1,e1,f0
a0,b2,c0,d1,e1,f0
a0,b0,c0,d0,e0,f0
a0,b1,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b1,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d1,e0,f0
a0,b2,c0,d1,e1,f0
a0,b2,c0,d0,e0,f0
a0,b1,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a1,b1,c1,d0,e0,f0
a1,b2,c1,d1,e2,f1
a0,b2,c0,d1,e1,f0
a0,b2,c0,d1,e1,f0
a0,b2,c0,d1,e1,f0
a0,b2,c0,d0,e1,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a1,b2,c1,d0,e2,f1
a0,b3,c0,d1,e1,f0
a0,b2,c0,d1,e1,f0
a0,b2,c0,d1,e1,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b3,c0,d0,e0,f0
a1,b2,c1,d1,e2,f1
a0,b2,c0,d1,e1,f0
a0,b0,c0,d1,e1,f0
a0,b2,c0,d1,e1,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a1,b2,c1,d0,e2,f1
a1,b1,c1,d1,e1,f0
a0,b2,c0,d1,e1,f0
a0,b0,c0,d1,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a1,b2,c1,d0,e2,f0
a0,b1,c0,d1,e1,f0
a0,b1,c0,d0,e2,f0
a0,b0,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b1,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b1,c0,d0,e0,f0
a0,b2,c0,d1,e0,f0
a0,b2,c0,d1,e1,f0
a0,b1,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a1,b1,c1,d0,e0,f0
a1,b2,c1,d1,e2,f1
a0,b0,c0,d1,e1,f0
a0,b0,c0,d1,e1,f0
a0,b0,c0,d1,e1,f0
a0,b2,c0,d0,e1,f0
a0,b0,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b3,c0,d0,e0,f0
a1,b2,c1,d1,e2,f1
a0,b0,c0,d1,e1,f0
a0,b2,c0,d1,e1,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a1,b2,c1,d0,e2,f1
a1,b1,c1,d1,e1,f0
a0,b2,c0,d1,e1,f0
a0,b2,c0,d1,e1,f0
a0,b2,c0,d0,e1,f0
a0,b0,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a1,b2,c1,d0,e2,f1
a1,b1,c1,d1,e1,f0
a0,b2,c0,d1,e1,f0
a0,b2,c0,d1,e1,f0
a0,b2,c0,d0,e1,f0
a0,b0,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a1,b2,c1,d0,e2,f0
a1,b2,c1,d1,e0,f1
a0,b0,c0,d1,e1,f0
a0,b0,c0,d0,e1,f0
a0,b0,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c1,d0,e2,f0
a0,b1,c0,d1,e1,f0
a0,b0,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b0,c0,d1,e1,f0
a0,b0,c0,d0,e0,f0
a0,b1,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b3,c0,d0,e0,f0
a1,b2,c1,d1,e2,f0
a0,b2,c0,d1,e1,f0
a0,b0,c0,d1,e1,f0
a0,b2,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a1,b2,c1,d0,e2,f1
a1,b0,c1,d1,e0,f1
a0,b2,c0,d1,e1,f0
a0,b0,c0,d1,e1,f0
a0,b0,c0,d1,e1,f0
a0,b0,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b1,c1,d0,e0,f0
a1,b2,c1,d1,e2,f1
a0,b0,c0,d1,e1,f0
a0,b1,c0,d1,e1,f0
a0,b2,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b1,c0,d0,e0,f0
a1,b2,c1,d1,e2,f1
a0,b2,c0,d1,e1,f0
a0,b0,c0,d0,e0,f0
a0,b1,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b1,c0,d0,e0,f0
a1,b0,c1,d0,e0,f0
a1,b2,c1,d1,e0,f1
a0,b2,c0,d1,e1,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a1,b2,c1,d0,e2,f1
a0,b3,c0,d1,e1,f0
a0,b0,c0,d1,e1,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b3,c1,d0,e0,f0
a1,b2,c1,d1,e2,f1
a0,b0,c0,d1,e1,f0
a0,b2,c0,d1,e1,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b1,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b3,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e1,f0
a0,b2,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b1,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a1,b2,c1,d0,e2,f1
a1,b1,c1,d1,e1,f0
a0,b0,c0,d1,e1,f0
a0,b2,c0,d1,e1,f0
a0,b2,c0,d0,e1,f0
a0,b0,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a1,b1,c1,d0,e0,f0
a1,b2,c1,d1,e0,f1
a0,b2,c0,d1,e1,f0
a0,b0,c0,d0,e0,f0
a0,b1,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a1,b2,c1,d0,e2,f0
a0,b3,c0,d1,e1,f0
a0,b0,c0,d1,e1,f0
a0,b2,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b3,c0,d0,e0,f0
a1,b2,c1,d1,e2,f0
a0,b2,c0,d1,e1,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b1,c0,d0,e0,f0
a1,b2,c1,d0,e2,f0
a0,b3,c0,d1,e1,f0
a0,b0,c0,d1,e1,f0
a0,b2,c0,d0,e1,f0
a0,b0,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b0,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
a0,b1,c0,d0,e0,f0
a1,b2,c1,d0,e2,f1
a1,b1,c1,d1,e1,f0
a0,b0,c0,d1,e1,f0
a0,b2,c0,d1,e1,f0
a0,b2,c0,d1,e1,f0
a0,b0,c0,d0,e0,f0
a0,b2,c0,d0,e0,f0
